               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  88,             0.07189,            0.010674,           0.0049747,             0.34269,              0.2325,             0.18877,            0.071612,            0.073225,            0.011478,             0.01385,            0.007129,            0.007129,            0.007129
                  89,            0.072456,            0.010723,           0.0054322,             0.30814,             0.24037,             0.18484,            0.071815,            0.072919,            0.011477,            0.014559,            0.007096,            0.007096,            0.007096
                  90,            0.071341,            0.010773,           0.0052541,             0.34287,             0.25329,             0.18346,            0.069488,            0.072815,            0.011501,            0.014284,            0.007063,            0.007063,            0.007063
                  91,            0.071351,            0.010559,           0.0050956,             0.35131,             0.25684,             0.19287,            0.071265,            0.072674,            0.011514,            0.014188,             0.00703,             0.00703,             0.00703
                  92,            0.071276,            0.010692,           0.0051976,             0.32541,             0.24044,             0.18591,            0.073595,            0.072922,            0.011554,            0.013777,            0.006997,            0.006997,            0.006997
                  93,            0.070808,            0.010929,            0.004811,             0.38019,             0.22669,             0.18452,            0.071768,            0.073126,            0.011582,            0.013535,            0.006964,            0.006964,            0.006964
                  94,            0.070471,            0.010577,           0.0047684,             0.37501,             0.24296,             0.19273,            0.073308,            0.073122,            0.011521,            0.013838,            0.006931,            0.006931,            0.006931
                  95,            0.071565,            0.010706,           0.0049479,             0.36402,             0.26079,             0.20362,            0.072571,             0.07318,            0.011448,            0.013872,            0.006898,            0.006898,            0.006898
                  96,            0.071143,             0.01081,           0.0050196,             0.35256,              0.2435,              0.1911,            0.071265,            0.073275,            0.011419,            0.014063,            0.006865,            0.006865,            0.006865
                  97,            0.070183,            0.010686,           0.0047112,             0.36034,             0.23647,              0.1846,            0.068996,            0.073191,            0.011484,            0.014028,            0.006832,            0.006832,            0.006832
                  98,            0.070157,            0.010392,           0.0047324,             0.29729,             0.24945,             0.18779,             0.07249,            0.072639,            0.011499,            0.014087,            0.006799,            0.006799,            0.006799
                  99,            0.070333,            0.010567,           0.0046648,             0.32602,             0.24158,             0.19054,            0.072067,            0.072556,            0.011494,            0.013804,            0.006766,            0.006766,            0.006766
                 100,            0.070094,            0.010502,           0.0046176,             0.37033,             0.24194,             0.18984,            0.071326,            0.072858,            0.011526,            0.014137,            0.006733,            0.006733,            0.006733
                 101,            0.070129,            0.010686,           0.0047646,             0.38294,             0.25218,             0.20098,            0.074041,             0.07273,            0.011514,            0.013745,              0.0067,              0.0067,              0.0067
                 102,             0.06997,            0.010327,           0.0045663,              0.3783,             0.25891,              0.2039,            0.076174,            0.072665,            0.011495,            0.013949,            0.006667,            0.006667,            0.006667
                 103,            0.069937,            0.010601,           0.0045327,             0.33103,             0.26479,             0.19835,            0.073913,            0.072742,            0.011498,            0.014258,            0.006634,            0.006634,            0.006634
                 104,            0.069226,            0.010326,           0.0043914,             0.30353,             0.26328,               0.193,            0.073399,            0.072814,            0.011501,            0.014213,            0.006601,            0.006601,            0.006601
                 105,            0.069413,            0.010323,           0.0044608,             0.31793,             0.24263,             0.19074,            0.074764,            0.072731,            0.011491,            0.014141,            0.006568,            0.006568,            0.006568
                 106,            0.068802,            0.010711,           0.0047023,             0.31913,             0.24043,              0.1951,            0.075536,            0.072833,            0.011491,            0.014157,            0.006535,            0.006535,            0.006535
                 107,             0.06918,            0.010734,           0.0046058,             0.34628,             0.24939,             0.19648,            0.077066,            0.072802,            0.011506,            0.014272,            0.006502,            0.006502,            0.006502
                 108,            0.069506,            0.010141,           0.0046102,              0.3079,             0.26889,             0.19506,            0.074899,            0.072876,            0.011512,            0.014117,            0.006469,            0.006469,            0.006469
                 109,            0.068787,            0.010387,           0.0046691,             0.37795,             0.25056,             0.19809,             0.07634,            0.072826,            0.011486,            0.013966,            0.006436,            0.006436,            0.006436
                 110,            0.069048,            0.010394,           0.0045937,             0.33471,             0.26578,             0.20302,            0.077865,            0.072945,            0.011498,            0.013838,            0.006403,            0.006403,            0.006403
                 111,            0.068626,            0.010092,           0.0044507,             0.33612,             0.26747,             0.20316,            0.074978,            0.072865,            0.011514,            0.013752,             0.00637,             0.00637,             0.00637
                 112,            0.068156,            0.010438,           0.0042774,             0.32645,             0.25352,             0.20047,            0.075398,            0.072938,            0.011523,            0.013905,            0.006337,            0.006337,            0.006337
                 113,            0.068368,            0.010007,           0.0042506,             0.34347,             0.25023,             0.20292,            0.076049,            0.072976,            0.011531,            0.014042,            0.006304,            0.006304,            0.006304
                 114,            0.068364,            0.010117,           0.0044161,             0.33601,             0.23909,             0.19794,            0.075565,             0.07297,            0.011534,            0.014247,            0.006271,            0.006271,            0.006271
                 115,            0.068275,            0.010279,           0.0040355,              0.4012,             0.21839,             0.19877,            0.076404,            0.072985,            0.011555,            0.014509,            0.006238,            0.006238,            0.006238
                 116,            0.068406,            0.010203,           0.0040852,              0.4251,             0.21944,             0.19846,             0.07529,            0.073031,            0.011584,            0.014595,            0.006205,            0.006205,            0.006205
                 117,            0.067508,            0.010373,           0.0041818,             0.43363,             0.21669,             0.19549,            0.074247,            0.073287,            0.011601,            0.014763,            0.006172,            0.006172,            0.006172
                 118,            0.067762,            0.010486,           0.0041886,             0.39211,             0.22903,             0.19763,            0.074667,            0.073363,            0.011612,            0.014836,            0.006139,            0.006139,            0.006139
                 119,            0.067565,            0.010546,           0.0043187,             0.42561,             0.22888,             0.20414,            0.077882,             0.07338,            0.011609,            0.014885,            0.006106,            0.006106,            0.006106
                 120,             0.06745,            0.010464,           0.0040713,              0.4279,             0.23016,             0.20342,            0.077806,            0.073291,            0.011607,            0.014828,            0.006073,            0.006073,            0.006073
                 121,            0.066768,            0.010259,           0.0040548,             0.37607,             0.24812,             0.20643,            0.079486,            0.073269,            0.011631,            0.014831,             0.00604,             0.00604,             0.00604
                 122,            0.066958,            0.010317,           0.0040528,             0.34105,             0.25199,             0.20362,            0.077836,            0.073296,            0.011649,            0.014817,            0.006007,            0.006007,            0.006007
                 123,            0.067101,            0.010287,           0.0039477,             0.31989,             0.25101,             0.20049,            0.076881,            0.073287,            0.011651,            0.014852,            0.005974,            0.005974,            0.005974
                 124,            0.066892,            0.010428,           0.0040449,             0.33409,             0.24896,             0.20174,            0.076502,            0.073249,            0.011648,            0.014825,            0.005941,            0.005941,            0.005941
                 125,             0.06649,           0.0099176,           0.0036716,             0.35716,             0.25242,             0.20437,            0.076672,            0.073259,            0.011647,             0.01493,            0.005908,            0.005908,            0.005908
                 126,            0.066789,           0.0099675,           0.0040982,             0.35947,             0.24773,             0.20259,            0.077958,            0.073376,             0.01166,            0.014994,            0.005875,            0.005875,            0.005875
                 127,            0.066563,            0.010097,           0.0038037,             0.40408,             0.22438,              0.2028,            0.077562,            0.073501,            0.011669,            0.015071,            0.005842,            0.005842,            0.005842
                 128,            0.067044,             0.01006,           0.0039155,             0.35168,               0.248,             0.20365,            0.078151,            0.073478,            0.011693,            0.015194,            0.005809,            0.005809,            0.005809
                 129,            0.065678,            0.010466,           0.0038268,             0.33217,             0.26196,              0.2052,            0.078556,            0.073478,            0.011714,            0.015288,            0.005776,            0.005776,            0.005776
                 130,            0.065652,            0.009923,           0.0037671,             0.35372,             0.24755,             0.20286,            0.078077,            0.073403,            0.011728,            0.015289,            0.005743,            0.005743,            0.005743
