               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  87,            0.064682,             0.02042,           0.0040774,               0.394,             0.22657,             0.19978,            0.078697,            0.076501,            0.024591,            0.014101,            0.005743,            0.005743,            0.005743
                  88,            0.064441,            0.019599,           0.0035553,             0.38429,             0.22032,             0.18778,            0.066379,            0.076707,            0.024935,            0.014453,           0.0056935,           0.0056935,           0.0056935
                  89,              0.0642,            0.020138,           0.0037054,             0.32233,             0.21158,             0.16256,             0.06222,            0.077318,             0.02491,            0.014556,            0.005644,            0.005644,            0.005644
                  90,            0.063485,            0.019264,           0.0036494,             0.32292,             0.23133,             0.17837,            0.067969,            0.077804,            0.024916,            0.014945,           0.0055945,           0.0055945,           0.0055945
                  91,            0.063836,            0.020142,           0.0037174,             0.37443,             0.21546,             0.18063,            0.067393,            0.077319,            0.025213,            0.014596,            0.005545,            0.005545,            0.005545
                  92,            0.063004,            0.019942,           0.0033528,              0.3378,             0.21073,             0.18554,            0.066571,             0.07709,            0.025059,            0.014492,           0.0054955,           0.0054955,           0.0054955
                  93,            0.062473,            0.019593,           0.0033602,             0.35131,             0.20996,             0.17281,            0.062903,            0.076874,            0.025383,            0.014364,            0.005446,            0.005446,            0.005446
                  94,            0.062602,            0.019431,           0.0033864,             0.41496,             0.22551,             0.19122,            0.075017,            0.076882,            0.025544,            0.014492,           0.0053965,           0.0053965,           0.0053965
                  95,            0.063382,            0.019863,           0.0036126,             0.39555,             0.20159,              0.1822,            0.070819,            0.076982,            0.025281,            0.014374,            0.005347,            0.005347,            0.005347
                  96,             0.06291,            0.018879,            0.003223,             0.29635,             0.22653,             0.17303,            0.067515,            0.076849,            0.025035,            0.014352,           0.0052975,           0.0052975,           0.0052975
                  97,             0.06252,            0.019322,           0.0032888,               0.433,             0.21025,             0.19075,            0.067242,            0.076632,            0.025212,            0.014519,            0.005248,            0.005248,            0.005248
                  98,            0.062201,            0.019513,           0.0032749,             0.34817,             0.21026,             0.18047,            0.073252,            0.076784,            0.025089,            0.014766,           0.0051985,           0.0051985,           0.0051985
                  99,            0.061706,            0.019493,           0.0033242,             0.36232,             0.23374,             0.18674,            0.069358,            0.076909,            0.024886,             0.01421,            0.005149,            0.005149,            0.005149
                 100,             0.06179,            0.019225,           0.0033816,             0.40311,             0.21141,             0.18657,            0.068869,            0.077399,            0.025264,            0.014484,           0.0050995,           0.0050995,           0.0050995
                 101,            0.061112,            0.019489,           0.0034152,             0.36609,             0.20153,             0.17374,            0.070617,            0.077197,            0.025486,            0.014391,             0.00505,             0.00505,             0.00505
                 102,            0.062118,            0.019098,           0.0033506,             0.29895,             0.22611,             0.17362,            0.066156,            0.076927,            0.025506,            0.014439,           0.0050005,           0.0050005,           0.0050005
                 103,            0.061471,            0.020044,           0.0032082,             0.31523,             0.20704,             0.17036,            0.068198,            0.077252,            0.025732,            0.014484,            0.004951,            0.004951,            0.004951
                 104,            0.061214,            0.019919,           0.0033009,             0.39222,             0.19882,             0.17115,             0.06722,             0.07682,             0.02595,            0.014362,           0.0049015,           0.0049015,           0.0049015
                 105,            0.061256,            0.019181,            0.003349,             0.36682,              0.2276,               0.185,            0.071478,              0.0767,            0.025706,            0.014189,            0.004852,            0.004852,            0.004852
                 106,              0.0611,            0.018955,           0.0031036,             0.32984,             0.21997,             0.18029,            0.073124,            0.077644,            0.025636,            0.014818,           0.0048025,           0.0048025,           0.0048025
                 107,            0.060837,            0.019077,           0.0031848,             0.35536,             0.20805,             0.17348,            0.065429,            0.077617,            0.025538,             0.01453,            0.004753,            0.004753,            0.004753
                 108,            0.060432,            0.019551,           0.0032261,             0.36302,             0.19986,             0.18388,            0.069785,            0.077113,            0.025863,            0.014942,           0.0047035,           0.0047035,           0.0047035
                 109,            0.059496,            0.018364,           0.0030266,               0.324,             0.22287,              0.1655,            0.064104,            0.077789,            0.026267,            0.015255,            0.004654,            0.004654,            0.004654
                 110,            0.059826,            0.018993,           0.0032052,             0.36594,             0.21117,             0.17588,             0.06948,             0.07724,            0.026387,            0.014762,           0.0046045,           0.0046045,           0.0046045
                 111,            0.059635,            0.018211,           0.0028622,             0.31725,             0.22723,             0.16858,            0.063482,            0.077514,            0.026211,             0.01483,            0.004555,            0.004555,            0.004555
                 112,            0.060079,            0.019324,           0.0029889,             0.32653,             0.21543,             0.16724,            0.066561,            0.077989,            0.026236,            0.015009,           0.0045055,           0.0045055,           0.0045055
                 113,            0.059842,            0.018518,           0.0030916,             0.31117,             0.23124,             0.18053,            0.069906,            0.077317,            0.026014,            0.014706,            0.004456,            0.004456,            0.004456
                 114,            0.059969,            0.018643,            0.002989,             0.37753,             0.21679,             0.17614,            0.068032,            0.077287,             0.02588,            0.014466,           0.0044065,           0.0044065,           0.0044065
                 115,            0.059395,            0.018555,           0.0031892,             0.44025,             0.19614,             0.17202,            0.064226,            0.077472,            0.026002,            0.014755,            0.004357,            0.004357,            0.004357
                 116,            0.058836,            0.017724,           0.0030919,             0.40942,             0.18281,             0.16769,            0.064637,            0.077436,            0.026116,            0.013986,           0.0043075,           0.0043075,           0.0043075
                 117,            0.059553,            0.019011,            0.003059,             0.42641,             0.18839,              0.1676,            0.066603,            0.077318,            0.025989,            0.014876,            0.004258,            0.004258,            0.004258
                 118,            0.058563,            0.018315,           0.0029391,             0.37518,             0.21838,              0.1761,            0.069575,            0.077606,            0.026143,            0.015236,           0.0042085,           0.0042085,           0.0042085
                 119,            0.059107,            0.018508,           0.0029381,             0.46085,             0.17993,              0.1649,            0.065584,            0.077457,              0.0262,            0.015051,            0.004159,            0.004159,            0.004159
                 120,            0.057931,            0.018597,           0.0028175,             0.36715,              0.1916,             0.16418,            0.062263,            0.077847,            0.026277,            0.015051,           0.0041095,           0.0041095,           0.0041095
                 121,            0.058377,             0.01818,           0.0029694,             0.36982,             0.18818,             0.16716,            0.065808,            0.077504,            0.026218,            0.014921,             0.00406,             0.00406,             0.00406
                 122,            0.058229,            0.018363,           0.0027817,             0.35275,             0.21716,             0.16912,            0.069338,            0.077481,            0.026344,            0.015578,           0.0040105,           0.0040105,           0.0040105
                 123,            0.057796,            0.018226,           0.0029266,             0.37677,             0.18768,               0.173,            0.068097,            0.077627,            0.026694,            0.015094,            0.003961,            0.003961,            0.003961
                 124,            0.057037,            0.018066,           0.0026883,             0.35642,             0.21538,             0.17376,            0.063421,            0.077762,            0.026575,            0.015012,           0.0039115,           0.0039115,           0.0039115
                 125,            0.057807,            0.018082,           0.0028887,             0.36404,             0.20448,             0.17256,            0.066855,            0.077653,            0.026551,            0.014909,            0.003862,            0.003862,            0.003862
                 126,            0.057202,            0.017957,           0.0027722,             0.34632,             0.23258,             0.18184,            0.069974,            0.077842,            0.026535,            0.014682,           0.0038125,           0.0038125,           0.0038125
                 127,            0.057134,            0.018108,           0.0027659,              0.2851,              0.2438,             0.17759,             0.06915,            0.077934,            0.026665,             0.01533,            0.003763,            0.003763,            0.003763
                 128,            0.057227,            0.017678,           0.0027032,             0.33995,             0.23017,             0.17782,            0.069686,            0.077625,            0.026515,            0.015602,           0.0037135,           0.0037135,           0.0037135
                 129,            0.057417,            0.018125,           0.0025933,             0.36416,             0.22992,             0.19121,            0.071084,            0.077689,            0.026104,            0.015401,            0.003664,            0.003664,            0.003664
                 130,            0.056376,            0.017884,           0.0026281,             0.37131,             0.22358,              0.1785,            0.064687,            0.077711,            0.026629,            0.015484,           0.0036145,           0.0036145,           0.0036145
                 131,            0.056484,            0.017998,           0.0027166,             0.41176,             0.20687,             0.17489,            0.066628,            0.077977,            0.026611,            0.015115,            0.003565,            0.003565,            0.003565
                 132,            0.057046,            0.017699,           0.0028128,              0.3313,             0.20992,             0.17278,            0.064835,            0.078153,            0.026534,            0.015114,           0.0035155,           0.0035155,           0.0035155
                 133,            0.056867,            0.018081,           0.0029478,             0.32996,             0.22171,             0.17321,            0.064827,            0.078089,            0.026882,            0.014853,            0.003466,            0.003466,            0.003466
                 134,            0.055971,            0.017976,           0.0026798,             0.35113,             0.20397,             0.17451,            0.065944,            0.078374,            0.026909,            0.014915,           0.0034165,           0.0034165,           0.0034165
                 135,            0.055229,            0.016815,           0.0024677,             0.32298,             0.21241,             0.17339,            0.065637,            0.078246,            0.026732,            0.015539,            0.003367,            0.003367,            0.003367
                 136,            0.056376,             0.01761,           0.0025327,             0.37525,             0.20729,             0.17268,            0.064059,            0.078379,             0.02665,            0.015414,           0.0033175,           0.0033175,           0.0033175
                 137,            0.055921,            0.017658,            0.002511,              0.4043,             0.18979,              0.1686,            0.064181,            0.078853,            0.026934,            0.015543,            0.003268,            0.003268,            0.003268
                 138,            0.055824,            0.017485,           0.0024482,             0.43146,             0.18823,             0.17508,            0.065611,            0.078475,            0.026706,             0.01545,           0.0032185,           0.0032185,           0.0032185
                 139,            0.055676,            0.017691,           0.0027309,             0.41262,             0.18945,             0.17762,             0.06983,            0.078242,            0.026845,            0.015311,            0.003169,            0.003169,            0.003169
                 140,            0.055552,            0.017269,           0.0024745,             0.39356,             0.19549,              0.1759,            0.068298,            0.078068,            0.026943,            0.015633,           0.0031195,           0.0031195,           0.0031195
                 141,            0.055772,            0.017469,           0.0025785,             0.46269,             0.19447,             0.17972,            0.069758,            0.078129,            0.026992,            0.016261,             0.00307,             0.00307,             0.00307
                 142,            0.054849,            0.017506,           0.0025064,             0.40786,             0.19277,             0.17504,            0.069196,            0.078514,            0.027369,            0.015661,           0.0030205,           0.0030205,           0.0030205
                 143,            0.054094,            0.017087,           0.0021517,             0.36991,             0.22036,             0.17701,            0.069577,            0.078647,            0.027516,             0.01583,            0.002971,            0.002971,            0.002971
                 144,            0.054806,            0.017419,           0.0025029,             0.45734,             0.18726,              0.1805,            0.070829,            0.078543,              0.0274,             0.01618,           0.0029215,           0.0029215,           0.0029215
                 145,            0.053956,            0.017705,           0.0024567,             0.48753,             0.18096,             0.18003,            0.071344,            0.078585,            0.027228,            0.015983,            0.002872,            0.002872,            0.002872
                 146,            0.054691,            0.017684,           0.0024102,             0.42797,             0.18999,              0.1754,            0.068334,             0.07866,            0.027584,            0.015969,           0.0028225,           0.0028225,           0.0028225
                 147,            0.054998,             0.01711,           0.0026829,             0.42748,             0.20131,              0.1783,            0.066645,             0.07872,             0.02758,            0.015944,            0.002773,            0.002773,            0.002773
                 148,            0.054301,            0.017655,           0.0023934,             0.46883,             0.17844,             0.17391,             0.06943,            0.078645,            0.027458,            0.015775,           0.0027235,           0.0027235,           0.0027235
                 149,            0.053452,            0.017256,           0.0023277,             0.42361,             0.18713,             0.16943,            0.065647,            0.078772,            0.027573,            0.015803,            0.002674,            0.002674,            0.002674
                 150,             0.05347,             0.01729,           0.0023372,             0.40719,             0.19482,             0.16562,             0.06312,             0.07916,            0.027756,            0.016536,           0.0026245,           0.0026245,           0.0026245
                 151,            0.053539,            0.017905,           0.0023657,             0.40263,             0.19572,             0.17082,            0.064936,            0.079272,             0.02761,            0.016225,            0.002575,            0.002575,            0.002575
                 152,            0.053767,            0.017011,           0.0022971,             0.40818,             0.19438,             0.17217,            0.066636,            0.079218,            0.027759,            0.015814,           0.0025255,           0.0025255,           0.0025255
                 153,            0.053347,            0.017206,           0.0023863,             0.40822,             0.19546,              0.1736,            0.066647,            0.079487,            0.027816,            0.016006,            0.002476,            0.002476,            0.002476
                 154,            0.053196,            0.016741,           0.0023592,             0.43445,             0.19202,             0.17161,            0.065904,             0.07913,            0.027885,            0.016158,           0.0024265,           0.0024265,           0.0024265
