               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.093215,             0.01155,            0.020688,                   0,                   0,                   0,                   0,                   0,           0.0040446,                   0,            0.070073,           0.0033252,           0.0033252
                   1,            0.084847,            0.011612,            0.011996,                   0,                   0,                   0,                   0,                   0,           0.0043589,                   0,             0.04004,           0.0066256,           0.0066256
                   2,            0.084575,             0.01154,            0.011409,                   0,                   0,                   0,                   0,                   0,           0.0033776,                   0,           0.0099741,            0.009893,            0.009893
                   3,            0.084869,            0.011497,            0.011332,                   0,                   0,                   0,                   0,                   0,           0.0043787,                   0,           0.0098515,           0.0098515,           0.0098515
                   4,            0.084372,            0.011444,            0.011185,                   0,                   0,                   0,                   0,                   0,           0.0049085,                   0,           0.0098515,           0.0098515,           0.0098515
                   5,            0.083758,            0.011327,            0.010712,                   0,                   0,                   0,                   0,                   0,           0.0027794,                   0,            0.009802,            0.009802,            0.009802
                   6,            0.083653,            0.011659,             0.01089,                   0,                   0,                   0,                   0,                   0,           0.0039587,                   0,           0.0097525,           0.0097525,           0.0097525
                   7,            0.083265,            0.011409,            0.010316,                   0,                   0,                   0,                   0,                   0,           0.0043258,                   0,            0.009703,            0.009703,            0.009703
                   8,            0.081867,            0.011172,            0.010344,                   0,                   0,                   0,                   0,                   0,           0.0034544,                   0,           0.0096535,           0.0096535,           0.0096535
                   9,            0.083097,            0.011508,            0.010024,                   0,                   0,                   0,                   0,                   0,           0.0032846,                   0,            0.009604,            0.009604,            0.009604
                  10,            0.082079,            0.011364,           0.0098482,                   0,                   0,                   0,                   0,                   0,           0.0047494,                   0,           0.0095545,           0.0095545,           0.0095545
                  11,            0.082169,            0.011258,           0.0099129,                   0,                   0,                   0,                   0,                   0,           0.0046923,                   0,            0.009505,            0.009505,            0.009505
                  12,            0.081301,            0.011384,           0.0095276,                   0,                   0,                   0,                   0,                   0,           0.0041298,                   0,           0.0094555,           0.0094555,           0.0094555
                  13,            0.081552,            0.010982,           0.0097188,                   0,                   0,                   0,                   0,                   0,           0.0045358,                   0,            0.009406,            0.009406,            0.009406
                  14,            0.081143,            0.011451,           0.0090954,                   0,                   0,                   0,                   0,                   0,           0.0043788,                   0,           0.0093565,           0.0093565,           0.0093565
                  15,             0.08034,            0.011375,           0.0087925,                   0,                   0,                   0,                   0,                   0,           0.0036624,                   0,            0.009307,            0.009307,            0.009307
                  16,            0.080527,            0.011043,           0.0090305,                   0,                   0,                   0,                   0,                   0,           0.0054065,                   0,           0.0092575,           0.0092575,           0.0092575
                  17,            0.080565,            0.010976,           0.0088136,                   0,                   0,                   0,                   0,                   0,            0.003987,                   0,            0.009208,            0.009208,            0.009208
                  18,            0.080461,            0.011421,           0.0086836,                   0,                   0,                   0,                   0,                   0,           0.0038227,                   0,           0.0091585,           0.0091585,           0.0091585
                  19,            0.080031,            0.010974,            0.008701,                   0,                   0,                   0,                   0,                   0,           0.0047237,                   0,            0.009109,            0.009109,            0.009109
                  20,            0.079736,            0.010893,           0.0088574,                   0,                   0,                   0,                   0,                   0,           0.0037541,                   0,           0.0090595,           0.0090595,           0.0090595
                  21,             0.07946,            0.011161,           0.0084817,                   0,                   0,                   0,                   0,                   0,            0.004159,                   0,             0.00901,             0.00901,             0.00901
                  22,            0.079416,            0.010834,           0.0083804,                   0,                   0,                   0,                   0,                   0,           0.0040028,                   0,           0.0089605,           0.0089605,           0.0089605
                  23,            0.078799,            0.010883,           0.0080238,                   0,                   0,                   0,                   0,                   0,            0.004864,                   0,            0.008911,            0.008911,            0.008911
                  24,            0.078293,            0.010975,           0.0080685,                   0,                   0,                   0,                   0,                   0,           0.0044574,                   0,           0.0088615,           0.0088615,           0.0088615
                  25,            0.078825,            0.011436,            0.008125,                   0,                   0,                   0,                   0,                   0,            0.003332,                   0,            0.008812,            0.008812,            0.008812
                  26,            0.078076,            0.011141,           0.0080757,                   0,                   0,                   0,                   0,                   0,           0.0051673,                   0,           0.0087625,           0.0087625,           0.0087625
                  27,            0.078054,             0.01096,           0.0079541,                   0,                   0,                   0,                   0,                   0,           0.0042634,                   0,            0.008713,            0.008713,            0.008713
                  28,            0.078689,            0.011074,           0.0077894,                   0,                   0,                   0,                   0,                   0,           0.0041271,                   0,           0.0086635,           0.0086635,           0.0086635
                  29,             0.07829,            0.010996,           0.0076655,                   0,                   0,                   0,                   0,                   0,           0.0048863,                   0,            0.008614,            0.008614,            0.008614
                  30,            0.077806,            0.010888,            0.007611,                   0,                   0,                   0,                   0,                   0,           0.0040931,                   0,           0.0085645,           0.0085645,           0.0085645
                  31,            0.077393,            0.011165,            0.007229,                   0,                   0,                   0,                   0,                   0,           0.0042064,                   0,            0.008515,            0.008515,            0.008515
                  32,            0.077721,            0.011099,           0.0074294,                   0,                   0,                   0,                   0,                   0,           0.0039457,                   0,           0.0084655,           0.0084655,           0.0084655
                  33,            0.077705,            0.010999,           0.0072895,                   0,                   0,                   0,                   0,                   0,           0.0043915,                   0,            0.008416,            0.008416,            0.008416
